"","Sponsor.Name","Site.Name","AgrNbr","SiteNbr","Program.Type","County","Street.Address","Addr2","City","State","Zip.Code","Opr.Oct","Opr.Nov","Opr.Dec","Opr.Jan","Opr.Feb","Opr.Mar","Opr.Apr","Opr.May","Opr.Jun","Opr.Jul","Opr.Aug","Opr.Sep","Breakfast","Brk.Mon","Brk.Tue","Brk.Wed","Brk.Thu","Brk.Fri","Brk.Sat","Brk.Sun","AM.Snack","Ams.Mon","Ams.Tue","Ams.Wed","Ams.Thu","Ams.Fri","Ams.Sat","Ams.Sun","Lunch","Lun.Mon","Lun.Tue","Lun.Wed","Lun.Thu","Lun.Fri","Lun.Sat","Lun.Sun","PM.Snack","Pms.Mon","Pms.Tue","Pms.Wed","Pms.Thu","Pms.Fri","Pms.Sat","Pms.Sun","Supper","Sup.Mon","Sup.Tue","Sup.Wed","Sup.Thu","Sup.Fri","Sup.Sat","Sup.Sun","Evening.Snack","Eve.Mon","Eve.Tue","Eve.Wed","Eve.Thu","Eve.Fri","Eve.Sat","Eve.Sun","Qualifying.Area.School","QAS.SiteNbr","QAS..F.RP"
"284","Redmond SD 2J","Sage Elementary","0918002",14743,"After School At Risk Meals and Snacks Center","Deschutes County","2790 SW Wickiup","","Redmond","OR","97756",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Obsidian Middle",10394,"64.8%"
"350","Salem-Keizer SD - At Risk","Salem Alliance","2419020",14852,"After School At Risk Meals and Snacks Center","Marion County","555 Gaines St. NE","","Salem","OR","97301",1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Grant Community School",10863,"75.2%"
"351","Salem-Keizer SD - At Risk","Salem Heights Elementary AR Site","2419020",14020,"After School At Risk Meals and Snacks Center","Marion County","3495 Liberty Rd. S.","","Salem","OR","97302",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Salem Heights Elem",10882,"60.9%"
"145","Hacienda Community Development Corp","Salon Comunal","2608010",13881,"After School At Risk Meals and Snacks Center","Multnomah County","6856 NE Killingsworth St","","Portland","OR","97218",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Scott Elem",11050,"83.2%"
"363","Salvation Army, The - Coos Bay","Salvation Army Site","0619004",12394,"After School At Risk Meals and Snacks Center","Coos County","1155 Flanagan Ave","","Coos Bay","OR","97420",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Madison Elem",10363,"75.4%"
"203","Morrow Co SD","Sam Boardman Elem","2513001",10921,"After School At Risk Meals and Snacks Center","Morrow County","301 Wilson Lane","","Boardman","OR","97818",1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Sam Boardman Elem",10921,"86.7%"
"173","Lincoln Co SD","Sam Case Elem","2112001",10731,"After School At Risk Meals and Snacks Center","Lincoln County","459 NE 12th ST.","","Newport","OR","97365",0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Sam Case Elem",10731,"64.7%"
"231","Oregon Trail SD 46","Sandy Grade","0315003",10299,"After School At Risk Meals and Snacks Center","Clackamas County","38955 Pleasant Street","","Sandy","OR","97055",0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Sandy Grade",10299,"56.0%"
"232","Oregon Trail SD 46","Sandy High","0315003",10290,"After School At Risk Meals and Snacks Center","Clackamas County","37400 Bell Street","","Sandy","OR","97055",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Sandy Grade",10299,"56.0%"
"365","Scio Youth Club","Scio Youth Club","2219005",14643,"After School At Risk Meals and Snacks Center","Linn County","39001 NE 4th Ave","","Scio","OR","97374",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Scio Middle",10779,"53.1%"
"272","Portland SD","Scott Elem","2616011",11050,"After School At Risk Meals and Snacks Center","Multnomah County","6700 NE Prescott St","","Portland","OR","97218",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Scott Elem",11050,"83.2%"
"352","Salem-Keizer SD - At Risk","Scott Elementary AR Site","2419020",14004,"After School At Risk Meals and Snacks Center","Marion County","4700 Arizona Ave NE","","Salem","OR","97305",1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Scott Elem",10884,"67.2%"
"386","Sunset Empire Park & Recreation District","Seaside Youth Center","0419004",15212,"After School At Risk Meals and Snacks Center","Clatsop County","1140 Broadway","","Seaside","OR","97138",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Seaside High",10318,"54.1%"
"366","Self Enhancement, Inc.","Self Enhancement, Inc.","2619015",13261,"After School At Risk Meals and Snacks Center","Multnomah County","3920 N Kerby Ave","","Portland","OR","97227",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Boise/Eliot Elem",11009,"82.3%"
"414","Woodburn SD 103","Settlemier Teen Center","2423006",14842,"After School At Risk Meals and Snacks Center","Marion County","400 S Settlemier Ave","","Woodburn","OR","97071",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Valor Middle",10909,"78.2%"
"387","Sweet Home SD 55","SH High School Dist #55","2219004",10782,"After School At Risk Meals and Snacks Center","Linn County","1641 Long Street","","Sweet Home","OR","97386",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SH High School Dist #55",10782,"59.4%"
"102","Eagle Point SD","Shady Cove Elem","1505001",11618,"After School At Risk Meals and Snacks Center","Jackson County","37 Schoolhouse Ln","","Shady Cove","OR","97539",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Shady Cove Elem",11618,"80.0%"
"237","Parkrose SD 3","Shaver Elem","2616002",10970,"After School At Risk Meals and Snacks Center","Multnomah County","3701 NE 131st Pl","","Portland","OR","97230",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"Shaver Elem",10970,"90.4%"
"174","Lincoln Co SD","Siletz Early College Academy","2112001",14009,"After School At Risk Meals and Snacks Center","Lincoln County","245 Frank James Rd","","Siletz","OR","97380",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Siletz Early College Academy",14009,"82.4%"
"175","Lincoln Co SD","Siletz Valley School","2112001",10732,"After School At Risk Meals and Snacks Center","Lincoln County","245 Frank James Rd","","Siletz","OR","97380",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Siletz Valley School",10732,"89.2%"
"273","Portland SD","Sitton Elementary","2616011",11051,"After School At Risk Meals and Snacks Center","Multnomah County","9930 N Smith St","","Portland","OR","97203",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Sitton Elementary",11051,"85.4%"
"368","Siuslaw SD 97J","Siuslaw Elem","2019002",10680,"After School At Risk Meals and Snacks Center","Lane County","2221 Oak Street","","Florence","OR","97439",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Siuslaw Elem",10680,"65.6%"
"369","Siuslaw SD 97J","Siuslaw High","2019002",10678,"After School At Risk Meals and Snacks Center","Lane County","2975 Oak Street","","Florence","OR","97439",1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Siuslaw Elem",10680,"65.6%"
"370","Siuslaw SD 97J","Siuslaw Middle","2019002",10679,"After School At Risk Meals and Snacks Center","Lane County","2525 Oak Street","","Florence","OR","97439",1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Siuslaw Elem",10680,"65.6%"
"132","Greater Albany SD 8J","South Albany High","2207001",10739,"After School At Risk Meals and Snacks Center","Linn County","3705 Columbus St SE","","Albany","OR","97322",1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"South Albany High",10739,"51.3%"
"392","Tillamook SD","South Prairie Elem","2920002",11113,"After School At Risk Meals and Snacks Center","Tillamook County","6855 South Prairie Rd.","","Tillamook","OR","97141",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"South Prairie Elem",11113,"65.8%"
"371","Southside Youth Outreach, Inc.","Southside Youth Outreach, Inc.","0219002",14105,"After School At Risk Meals and Snacks Center","Benton County","2065 SW DeBord St.","","Corvallis","OR","97333-1074",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Lincoln Elem",10183,"67.6%"
"112","Eugene Family YMCA","Spring Creek","2005004",13212,"After School At Risk Meals and Snacks Center","Lane County","570 Irvington Dr","","Eugene","OR","97404",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Spring Creek Elem",10633,"63.2%"
"113","Eugene Family YMCA","Spring Creek","2005004",13212,"Outside School Hours Center","Lane County","570 Irvington Dr","","Eugene","OR","97404",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",NA,""
"120","Eugene SD 4J","Spring Creek Elem","2005005",10633,"After School At Risk Meals and Snacks Center","Lane County","560 Irvington Rd","","Eugene","OR","97404",0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"Spring Creek Elem",10633,"63.2%"
"382","Springfield SD 19","Springfield High","2019007",10692,"After School At Risk Meals and Snacks Center","Lane County","875 7th Street","","Springfield","OR","97477",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Springfield High",10692,"67.3%"
"405","Vermont Hills Family Life Center","St. John the Baptist","2622001",14665,"After School At Risk Meals and Snacks Center","Clackamas County","10955 SE 25th","","Portland","OR","97222",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Milwaukie Elem",10258,"46.5%"
"66","City of Portland - Parks & Recreation","St. Johns Community Center","2616026",14661,"After School At Risk Meals and Snacks Center","Multnomah County","8427 N Central St","","Portland","OR","97203",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"James John Elementary",11031,"77.6%"
"353","Salem-Keizer SD - At Risk","St.Joseph School - Extended Care","2419020",15316,"After School At Risk Meals and Snacks Center","Marion County","373 Winter St. NE","","Salem","OR","97301",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Leslie Middle",10844,"66.8%"
"220","North Santiam SD 29","Stayton Elem","2414003",10834,"After School At Risk Meals and Snacks Center","Marion County","875 N. 3rd Ave.","","Stayton","OR","97383",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Stayton Elem",10834,"73.2%"
"221","North Santiam SD 29","Stayton Middle","2414003",10830,"After School At Risk Meals and Snacks Center","Marion County","1021 Shaff Rd","","Stayton","OR","97383",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Stayton Middle",10830,"71.0%"
"104","Elgin SD 23","Stella Mayfield Elem","3105002",11154,"After School At Risk Meals and Snacks Center","Union County","1111 Division Street","","Elgin","OR","97827",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Stella Mayfield Elem",11154,"70.7%"
"354","Salem-Keizer SD - At Risk","Stephens Middle AR Site","2419020",13935,"After School At Risk Meals and Snacks Center","Marion County","4962 Haysville Drive","","Salem","OR","97305",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Stephens Middle",10846,"89.1%"
"222","North Santiam SD 29","Sublimity School","2414003",10835,"After School At Risk Meals and Snacks Center","Marion County","376 E Main St","","Sublimity","OR","97385",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Stayton High",10829,"59.2%"
"133","Greater Albany SD 8J","Sunrise Elem","2207001",10752,"After School At Risk Meals and Snacks Center","Linn County","730 19th Avenue SE","","Albany","OR","97322",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Sunrise Elem",10752,"76.6%"
"388","Sweet Home SD 55","Sweet Home Sr Center","2219004",15187,"After School At Risk Meals and Snacks Center","Linn County","870 18th Ave.","","Sweet Home","OR","97386",1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"SH High School Dist #55",10782,"59.4%"
"41","Boys & Girls Club of Salem","Swegle","2402002",13071,"After School At Risk Meals and Snacks Center","Marion County","4445 Market St","","Salem","OR","97301",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Swegle Elem",10886,"80.7%"
"176","Lincoln Co SD","Taft Elem","2112001",10733,"After School At Risk Meals and Snacks Center","Lincoln County","Taft Elementary School","4040 SE High School Drive","Lincoln City","OR","97367",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Taft Elem",10733,"82.8%"
"177","Lincoln Co SD","Taft High","2112001",10718,"After School At Risk Meals and Snacks Center","Lincoln County","3780 SE Spyglass Ridge Drive","","Lincoln City","OR","97367",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Taft High",10718,"70.3%"
"134","Greater Albany SD 8J","Takena Elem","2207001",10753,"After School At Risk Meals and Snacks Center","Linn County","1210 12th Ave SW","","Albany","OR","97321",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Takena Elem",10753,"44.8%"
"47","Boys and Girls Clubs of the Rogue Valley","Talent Elementary","1702001",14271,"After School At Risk Meals and Snacks Center","Jackson County","Talent Elementry","209 West Main Street","Talent","OR","97540",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Talent Elem",10517,"64.7%"
"245","Phoenix-Talent SD","Talent Middle","1516001",10514,"After School At Risk Meals and Snacks Center","Jackson County","102 Christian Ave","PO Box 359","Talent","OR","97540",0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Talent Middle",10514,"66.8%"
"63","Central SD 13J","Talmadge  Middle","2703001",11090,"After School At Risk Meals and Snacks Center","Polk County","510 16th St.","","Independence","OR","97351",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Talmadge  Middle",11090,"62.9%"
"225","North Wasco Co. SD","TDMS - STORM After School","3314003",13936,"After School At Risk Meals and Snacks Center","Wasco County","1100 E 12th St","","The Dalles","OR","97058",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"The Dalles Middle",13360,"72.7%"
"151","Integral Youth Services of Klamath Falls","Teen Center","1809001",13540,"After School At Risk Meals and Snacks Center","Klamath County","601 East Main","","Klamath Falls","OR","97601",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Mills Elementary",10126,"86.9%"
"285","Redmond SD 2J","Terrebonne Elem","0918002",10398,"After School At Risk Meals and Snacks Center","Deschutes County","1199 B Street","","Redmond","OR","97760",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Elton Gregory Middle",13805,"64.3%"
"364","Salvation Army, The - Moore Street","The Salvation Army","2620004",13964,"After School At Risk Meals and Snacks Center","Multnomah County","5325 N Williams Ave","","Portland","OR","97217",1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,"Jefferson High",10975,"73.8%"
"419","YMCA of Klamath Falls","The Y of Klamath Falls Lakeview Site","1811004",15054,"After School At Risk Meals and Snacks Center","Lake County","618 So F Street","","Lakeview","OR","97630",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Fremont/Hay Elem",10573,"58.9%"
"383","Springfield SD 19","Thurston Middle","2019007",10698,"After School At Risk Meals and Snacks Center","Lane County","6300 Thurston Road","","Springfield","OR","97478",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Ridgeview Elem",10710,"57.7%"
"393","Tillamook SD","Tillamook Jr High","2920002",11110,"After School At Risk Meals and Snacks Center","Tillamook County","3906 Alder Ln.","","Tillamook","OR","97141",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Tillamook Jr High",11110,"61.0%"
"389","Tillamook County Family YMCA","Tillamook YMCA","2920005",14008,"After School At Risk Meals and Snacks Center","Tillamook County","610 Stillwell Ave.","","Tillamook","OR","97141",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Liberty Elem",11112,"57.7%"
"394","Time Flies Youth Organization","Time Flies Youth","C0820001",13870,"After School At Risk Meals and Snacks Center","Curry County","94350  6th St","","Gold Beach","OR","97444",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Riley Creek Elementary",10052,"70.8%"
"178","Lincoln Co SD","Toledo Elementary","2112001",10724,"After School At Risk Meals and Snacks Center","Lincoln County","600 SE Sturdevant Rd","","Toledo","OR","97391",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Toledo Elementary",10724,"75.2%"
"179","Lincoln Co SD","Toledo High","2112001",10719,"After School At Risk Meals and Snacks Center","Lincoln County","1800 NE Sturdevant Rd","","Toledo","OR","97391",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Toledo High",10719,"64.0%"
"286","Redmond SD 2J","Tom McCall","0918002",13806,"After School At Risk Meals and Snacks Center","Deschutes County","1220 Upas","","Redmond","OR","97756",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Elton Gregory Middle",13805,"64.3%"
"124","Forest Grove SD 15","Tom McCall Upper Elem","3406001",11239,"After School At Risk Meals and Snacks Center","Washington County","1255 Pacific Ave","","Forest Grove","OR","97116",0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Tom McCall Upper Elem",11239,"66.1%"
